gene,mean_lesion,mean_internal_control,positive_fraction_lesion,positive_fraction_internal_control,log2fc_lesion_vs_internal_control,abs_log2fc,direction,positive_fraction_higher_group
WAS,0.011261261261261262,0.00697350069735007,0.011261261261261262,0.00697350069735007,0.6914133635806587,0.6914133635806587,lesion,0.011261261261261262
SUV39H1,0.014639639639639643,0.011854951185495118,0.014639639639639643,0.011854951185495118,0.30439029609415275,0.30439029609415275,lesion,0.014639639639639643
AC231533.1,0.04617117117117119,0.06276150627615065,0.04279279279279281,0.061366806136680656,-0.44288764110007006,0.44288764110007006,internal_control,0.061366806136680656
GLOD5,0.0011261261261261261,0.002789400278940028,0.0011261261261261261,0.002789400278940028,-1.3085857937416532,1.3085857937416532,internal_control,0.002789400278940028
GATA1,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
HDAC6,0.07094594594594601,0.08368200836820094,0.06756756756756763,0.07810320781032086,-0.23819722666187948,0.23819722666187948,internal_control,0.07810320781032086
ERAS,0.0033783783783783786,0.002789400278940028,0.0033783783783783786,0.002789400278940028,0.2763758529045446,0.2763758529045446,lesion,0.0033783783783783786
PCSK1N,1.1013513513513575,0.6157601115760079,0.5225225225225197,0.39191073919106917,0.8388344686225644,0.8388344686225644,lesion,0.5225225225225197
PQBP1,0.07545045045045053,0.05439330543933056,0.07094594594594601,0.05230125523012554,0.4721004065450231,0.4721004065450231,lesion,0.07094594594594601
TIMM17B,0.06418918918918923,0.032775453277545295,0.06081081081081086,0.032775453277545295,0.9697145832970294,0.9697145832970294,lesion,0.06081081081081086
SLC35A2,0.019144144144144143,0.01743375174337517,0.019144144144144143,0.016736401673640166,0.1350200864340262,0.1350200864340262,lesion,0.019144144144144143
PIM2,0.021396396396396396,0.010460251046025104,0.020270270270270268,0.010460251046025104,1.0324502896922352,1.0324502896922352,lesion,0.020270270270270268
OTUD5,0.11936936936936954,0.1464435146443517,0.10698198198198212,0.13110181311018151,-0.2949116185166976,0.2949116185166976,internal_control,0.13110181311018151
KCND1,0.009009009009009009,0.003486750348675035,0.007882882882882882,0.003486750348675035,1.3694850938386987,1.3694850938386987,lesion,0.007882882882882882
GRIPAP1,0.15540540540540532,0.22733612273361273,0.13175675675675685,0.18758716875871723,-0.5487902521637724,0.5487902521637724,internal_control,0.18758716875871723
TFE3,0.06756756756756763,0.06415620641562068,0.06531531531531537,0.061366806136680656,0.07474208076796658,0.07474208076796658,lesion,0.06531531531531537
CCDC120,0.013513513513513516,0.024407252440725224,0.013513513513513516,0.02370990237099022,-0.8529070262218567,0.8529070262218567,internal_control,0.02370990237099022
PRAF2,0.10135135135135148,0.06624825662482568,0.09684684684684697,0.06276150627615067,0.6134109228080162,0.6134109228080162,lesion,0.09684684684684697
WDR45,0.06756756756756763,0.06276150627615067,0.06418918918918924,0.06066945606694565,0.10645093999558851,0.10645093999558851,lesion,0.06418918918918924
GPKOW,0.03490990990990991,0.027894002789400255,0.03153153153153152,0.025801952580195235,0.323681647456928,0.323681647456928,lesion,0.03153153153153152
MAGIX,0.012387387387387387,0.011854951185495118,0.011261261261261262,0.011854951185495118,0.06338221450802334,0.06338221450802334,lesion,0.011261261261261262
PLP2,0.007882882882882882,0.005578800557880056,0.007882882882882882,0.005578800557880056,0.49876828882249913,0.49876828882249913,lesion,0.007882882882882882
PRICKLE3,0.011261261261261262,0.00697350069735007,0.011261261261261262,0.006276150627615063,0.6914133635806587,0.6914133635806587,lesion,0.011261261261261262
SYP,0.5427927927927918,0.7343096234309617,0.30743243243243074,0.43723849372384294,-0.43598694175074265,0.43598694175074265,internal_control,0.43723849372384294
SYP-AS1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CACNA1F,0.00563063063063063,0.005578800557880056,0.00563063063063063,0.005578800557880056,0.01334153485871461,0.01334153485871461,lesion,0.00563063063063063
CCDC22,0.030405405405405397,0.03347280334728031,0.029279279279279268,0.032078103207810287,-0.13866155185776588,0.13866155185776588,internal_control,0.032078103207810287
FOXP3,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC232271.3,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
PPP1R3F,0.09346846846846857,0.06624825662482571,0.07995495495495504,0.06485355648535569,0.4965972590257731,0.4965972590257731,lesion,0.07995495495495504
AC232271.1,0.00563063063063063,0.002789400278940028,0.00563063063063063,0.002789400278940028,1.0133412762556981,1.0133412762556981,lesion,0.00563063063063063
AC232271.2,0.006756756756756756,0.002789400278940028,0.006756756756756756,0.002789400278940028,1.276375639385726,1.276375639385726,lesion,0.006756756756756756
GAGE10,0.0033783783783783786,0.0048814504881450485,0.0033783783783783786,0.0048814504881450485,-0.5309788474933339,0.5309788474933339,internal_control,0.0048814504881450485
GAGE12J,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE13,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE2E,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12C,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12D,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12F,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12E,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12G,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE12H,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GAGE2A,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PAGE1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PAGE4,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
USP27X-AS1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
USP27X,0.016891891891891893,0.020223152022315193,0.016891891891891893,0.018131101813110177,-0.2596769430984908,0.2596769430984908,internal_control,0.018131101813110177
CLCN5,0.15090090090090083,0.07043235704323576,0.11261261261261277,0.0655509065550907,1.0992911391349083,1.0992911391349083,lesion,0.11261261261261277
AKAP4,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CCNB3,0.009009009009009009,0.010460251046025104,0.007882882882882882,0.010460251046025104,-0.2154771310392183,0.2154771310392183,internal_control,0.010460251046025104
DGKK,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
SHROOM4,0.1554054054054054,0.16387726638772693,0.08896396396396407,0.12343096234309643,-0.07657904695511479,0.07657904695511479,internal_control,0.12343096234309643
BMP15,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LINC01284,0.033783783783783786,0.05509065550906556,0.024774774774774768,0.050209205020920515,-0.7054766937006673,0.7054766937006673,internal_control,0.050209205020920515
AC233976.1,0.0506756756756757,0.049511854951185486,0.036036036036036036,0.04602510460251046,0.03351941850759879,0.03351941850759879,lesion,0.036036036036036036
AC233976.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
NUDT10,0.015765765765765768,0.021617852161785203,0.013513513513513516,0.020223152022315193,-0.4554279212056675,0.4554279212056675,internal_control,0.020223152022315193
AL158055.1,0.0675675675675676,0.05788005578800559,0.05518018018018022,0.05230125523012554,0.2232646030396808,0.2232646030396808,lesion,0.05518018018018022
EZHIP,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
NUDT11,0.056306306306306356,0.04393305439330544,0.04954954954954958,0.0411436541143654,0.35798970141038516,0.35798970141038516,lesion,0.04954954954954958
LINC01496,0.0033783783783783786,0.000697350069735007,0.0033783783783783786,0.000697350069735007,2.2763743012874187,2.2763743012874187,lesion,0.0033783783783783786
CENPVL3,0.009009009009009009,0.0,0.009009009009009009,0.0,23.102937147775297,23.102937147775297,lesion,0.009009009009009009
CENPVL2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CENPVL1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
GSPT2,0.0427927927927928,0.032078103207810287,0.03828828828828829,0.029986052998605267,0.41577898847742883,0.41577898847742883,lesion,0.03828828828828829
MAGED1,0.5540540540540532,0.5516039051603862,0.34797297297297086,0.3800557880055745,0.006394063206689827,0.006394063206689827,lesion,0.34797297297297086
AC239585.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC239585.2,0.0022522522522522522,0.0,0.0022522522522522522,0.0,21.10293762819261,21.10293762819261,lesion,0.0022522522522522522
MAGED4B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MAGED4,0.0022522522522522522,0.0,0.0022522522522522522,0.0,21.10293762819261,21.10293762819261,lesion,0.0022522522522522522
AC231759.2,0.03828828828828829,0.05020920502092049,0.027027027027027018,0.04323570432357043,-0.3910487088940502,0.3910487088940502,internal_control,0.04323570432357043
AC245177.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
XAGE2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
XAGE1A,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
XAGE1B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SSX7,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SSX2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SSX2B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SPANXN5,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
XAGE5,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
XAGE3,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
FAM156B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC234031.1,0.00563063063063063,0.007670850767085077,0.00563063063063063,0.00697350069735007,-0.44609001325047914,0.44609001325047914,internal_control,0.00697350069735007
FAM156A,0.07882882882882891,0.07043235704323575,0.07207207207207214,0.06485355648535569,0.16248497436317533,0.16248497436317533,lesion,0.07207207207207214
GPR173,0.22409909909909856,0.23919107391910785,0.17117117117117087,0.1938633193863323,-0.09402670287117502,0.09402670287117502,internal_control,0.1938633193863323
TSPYL2,0.1407657657657658,0.22594142259414268,0.10923423423423438,0.17921896792189712,-0.6826522720070971,0.6826522720070971,internal_control,0.17921896792189712
AL591212.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
KANTR,0.4313063063063046,0.4832635983263557,0.2815315315315301,0.3319386331938608,-0.16409751750082513,0.16409751750082513,internal_control,0.3319386331938608
KDM5C,0.10698198198198211,0.12482566248256644,0.09346846846846858,0.10878661087866125,-0.22254672465378808,0.22254672465378808,internal_control,0.10878661087866125
KDM5C-IT1,0.0033783783783783786,0.005578800557880056,0.0033783783783783786,0.005578800557880056,-0.7236238884924391,0.7236238884924391,internal_control,0.005578800557880056
IQSEC2,0.14864864864864868,0.3626220362622022,0.11486486486486502,0.25732217573221783,-1.2865602455913023,1.2865602455913023,internal_control,0.25732217573221783
SMC1A,0.13738738738738743,0.09972105997210613,0.12049549549549567,0.09065550906555102,0.46227943916991654,0.46227943916991654,lesion,0.12049549549549567
RIBC1,0.0022522522522522522,0.002789400278940028,0.0022522522522522522,0.002789400278940028,-0.3085864342978246,0.3085864342978246,internal_control,0.002789400278940028
HSD17B10,0.03941441441441441,0.015341701534170154,0.036036036036036036,0.015341701534170154,1.3612647832252187,1.3612647832252187,lesion,0.036036036036036036
AC233728.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
HUWE1,0.6509009009009012,0.5439330543933018,0.40765765765765494,0.3765690376568996,0.25900881066699705,0.25900881066699705,lesion,0.40765765765765494
PHF8,0.13626126126126134,0.1324965132496515,0.1216216216216218,0.1129707112970713,0.040421070994605554,0.040421070994605554,lesion,0.1216216216216218
FAM120C,0.1542792792792792,0.14923291492329172,0.12950450450450463,0.1304044630404465,0.0479785385949619,0.0479785385949619,lesion,0.12950450450450463
WNK3,0.14414414414414412,0.13947001394700162,0.12274774774774792,0.12482566248256645,0.04755725224164498,0.04755725224164498,lesion,0.12274774774774792
TSR2,0.060810810810810856,0.048814504881450484,0.05405405405405409,0.04672245467224547,0.31701792173998233,0.31701792173998233,lesion,0.05405405405405409
FGD1,0.05292792792792796,0.10390516039051617,0.04617117117117119,0.09205020920502104,-0.9731662130597283,0.9731662130597283,internal_control,0.09205020920502104
GNL3L,0.05968468468468473,0.0753138075313808,0.05405405405405409,0.07182705718270578,-0.3355536002323075,0.3355536002323075,internal_control,0.07182705718270578
ITIH6,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MAGED2,0.1610360360360359,0.10111576011157614,0.13400900900900908,0.09483960948396107,0.6713756838063277,0.6713756838063277,lesion,0.13400900900900908
TRO,0.050675675675675706,0.07601115760111585,0.04617117117117119,0.07043235704323576,-0.5849177766063146,0.5849177766063146,internal_control,0.07043235704323576
PFKFB1,0.014639639639639644,0.012552301255230125,0.01238738738738739,0.011157601115760111,0.22192814266304423,0.22192814266304423,lesion,0.01238738738738739
APEX2,0.009009009009009009,0.006276150627615063,0.009009009009009009,0.006276150627615063,0.5214883711792354,0.5214883711792354,lesion,0.009009009009009009
ALAS2,0.0022522522522522522,0.0,0.0022522522522522522,0.0,21.10293762819261,21.10293762819261,lesion,0.0022522522522522522
PAGE2B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PAGE2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
FAM104B,0.043918918918918935,0.02231520223152021,0.04279279279279281,0.02231520223152021,0.9768156294123345,0.9768156294123345,lesion,0.04279279279279281
MTRNR2L10,0.007882882882882882,0.04393305439330545,0.007882882882882882,0.04044630404463039,-2.4785114089128415,2.4785114089128415,internal_control,0.04044630404463039
PAGE5,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PAGE3,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MAGEH1,0.17680180180180147,0.12133891213389142,0.14527027027027023,0.11227336122733629,0.543090691664852,0.543090691664852,lesion,0.14527027027027023
USP51,0.029279279279279268,0.021617852161785203,0.028153153153153143,0.021617852161785203,0.43765683264332106,0.43765683264332106,lesion,0.028153153153153143
FOXR2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
RRAGB,0.2038288288288286,0.14156206415620665,0.16216216216216195,0.1290097629009765,0.5259234091365428,0.5259234091365428,lesion,0.16216216216216195
AL050309.1,0.2905405405405402,0.2873082287308227,0.17117117117117087,0.20711297071129747,0.01614017053596964,0.01614017053596964,lesion,0.17117117117117087
KLF8,0.03828828828828829,0.05160390516039052,0.03490990990990991,0.04811715481171549,-0.43057707230410225,0.43057707230410225,internal_control,0.04811715481171549
UBQLN2,0.17117117117117095,0.1499302649930267,0.14527027027027023,0.1304044630404465,0.19114810501185617,0.19114810501185617,lesion,0.14527027027027023
AL354793.1,0.0033783783783783786,0.0048814504881450485,0.0033783783783783786,0.0048814504881450485,-0.5309788474933339,0.5309788474933339,internal_control,0.0048814504881450485
NBDY,0.22860360360360313,0.17642956764295703,0.1891891891891887,0.15202231520223178,0.37375578297638956,0.37375578297638956,lesion,0.1891891891891887
SPIN3,0.11261261261261273,0.13737796373779657,0.07995495495495504,0.12203626220362641,-0.2867821850203695,0.2867821850203695,internal_control,0.12203626220362641
AL139397.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SPIN2B,0.016891891891891893,0.020223152022315196,0.015765765765765768,0.018828451882845182,-0.25967694309849104,0.25967694309849104,internal_control,0.018828451882845182
AL022157.1,0.009009009009009009,0.0041841004184100415,0.009009009009009009,0.0041841004184100415,1.1064507569657096,1.1064507569657096,lesion,0.009009009009009009
SPIN2A,0.009009009009009009,0.005578800557880056,0.007882882882882882,0.005578800557880056,0.6914133438878763,0.6914133438878763,lesion,0.007882882882882882
Z83745.1,0.00563063063063063,0.009762900976290097,0.00563063063063063,0.00906555090655509,-0.7940132763690108,0.7940132763690108,internal_control,0.00906555090655509
FAAH2,0.12162162162162175,0.13947001394700162,0.08896396396396407,0.11436541143654132,-0.19755524374142241,0.19755524374142241,internal_control,0.11436541143654132
ZXDB,0.025900900900900897,0.013249651324965132,0.024774774774774768,0.013249651324965132,0.9670478317802929,0.9670478317802929,lesion,0.024774774774774768
NLRP2B,0.0022522522522522522,0.002789400278940028,0.0022522522522522522,0.002789400278940028,-0.3085864342978246,0.3085864342978246,internal_control,0.002789400278940028
ZXDA,0.009009009009009009,0.00906555090655509,0.009009009009009009,0.008368200836820083,-0.009026274790504574,0.009026274790504574,internal_control,0.008368200836820083
LINC01278,1.0563063063063083,1.0669456066945577,0.42342342342342054,0.5264993026499226,-0.014458382699212749,0.014458382699212749,internal_control,0.5264993026499226
SPIN4,0.02477477477477477,0.020920502092050198,0.022522522522522518,0.020920502092050198,0.24395445465217375,0.24395445465217375,lesion,0.022522522522522518
SPIN4-AS1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
ARHGEF9,0.506756756756755,0.5453277545327725,0.3288288288288269,0.35564853556485015,-0.10583016353715112,0.10583016353715112,internal_control,0.35564853556485015
ARHGEF9-IT1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AMER1,0.009009009009009009,0.0041841004184100415,0.007882882882882882,0.0041841004184100415,1.1064507569657096,1.1064507569657096,lesion,0.007882882882882882
AL356317.2,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
ASB12,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MTMR8,0.03153153153153152,0.027196652719665246,0.029279279279279268,0.025801952580195235,0.21336613825441156,0.21336613825441156,lesion,0.029279279279279268
ZC4H2,0.162162162162162,0.21478382147838254,0.12387387387387405,0.17364016736401705,-0.40544809472113824,0.40544809472113824,internal_control,0.17364016736401705
ZC3H12B,0.12049549549549561,0.24825662482566294,0.08558558558558568,0.1931659693165973,-1.042852996051738,1.042852996051738,internal_control,0.1931659693165973
LAS1L,0.07545045045045051,0.09832635983263611,0.06756756756756763,0.089260808926081,-0.3820487151406462,0.3820487151406462,internal_control,0.089260808926081
MSN,0.105855855855856,0.10320781032078116,0.08671171171171181,0.09274755927475604,0.036548928050805084,0.036548928050805084,lesion,0.08671171171171181
AL034397.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AL034397.3,0.03153153153153153,0.009762900976290097,0.021396396396396393,0.009762900976290097,1.6914133403326563,1.6914133403326563,lesion,0.021396396396396393
VSIG4,0.025900900900900893,0.01394700139470014,0.020270270270270268,0.011854951185495118,0.8930472557807909,0.8930472557807909,lesion,0.020270270270270268
HEPH,0.14189189189189189,0.07461645746164579,0.11936936936936954,0.06903765690376575,0.9272263702833223,0.9272263702833223,lesion,0.11936936936936954
EDA2R,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AR,0.08445945945945953,0.06485355648535568,0.0664414414414415,0.05369595536959556,0.38107331657573124,0.38107331657573124,lesion,0.0664414414414415
AL157700.1,0.04391891891891893,0.019525801952580187,0.03828828828828829,0.018828451882845182,1.1694606981189057,1.1694606981189057,lesion,0.03828828828828829
OPHN1,2.3659909909909995,1.5111576011157486,0.5990990990990993,0.6408647140864686,0.6467904505862556,0.6467904505862556,lesion,0.5990990990990993
YIPF6,0.16554054054054046,0.12064156206415638,0.14639639639639634,0.11436541143654132,0.4564575563079673,0.4564575563079673,lesion,0.14639639639639634
STARD8,0.00900900900900901,0.011157601115760111,0.007882882882882882,0.011157601115760111,-0.30858652681059745,0.30858652681059745,internal_control,0.011157601115760111
EFNB1,0.019144144144144143,0.01603905160390516,0.019144144144144143,0.015341701534170154,0.25531431295582624,0.25531431295582624,lesion,0.019144144144144143
PJA1,0.08445945945945954,0.09483960948396107,0.07770270270270278,0.09274755927475604,-0.16723070653309713,0.16723070653309713,internal_control,0.09274755927475604
LINC00269,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
FAM155B,0.0045045045045045045,0.006276150627615063,0.0045045045045045045,0.006276150627615063,-0.4785114686816415,0.4785114686816415,internal_control,0.006276150627615063
AL158069.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
EDA,0.40765765765765677,0.13389121338912155,0.14639639639639634,0.11366806136680631,1.606296821477701,1.606296821477701,lesion,0.14639639639639634
AL158141.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AWAT2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
OTUD6A,0.0011261261261261261,0.001394700139470014,0.0011261261261261261,0.001394700139470014,-0.3085863109475471,0.3085863109475471,internal_control,0.001394700139470014
IGBP1,0.09797297297297308,0.11645746164574632,0.08333333333333343,0.09972105997210613,-0.24934735193625823,0.24934735193625823,internal_control,0.09972105997210613
IGBP1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
IGBP1-AS1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
DGAT2L6,0.0033783783783783786,0.0041841004184100415,0.0033783783783783786,0.0041841004184100415,-0.3085864754146058,0.3085864754146058,internal_control,0.0041841004184100415
AWAT1,0.0,0.0020920502092050207,0.0,0.0020920502092050207,-20.996486735613576,20.996486735613576,internal_control,0.0020920502092050207
P2RY4,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
ARR3,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
RAB41,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
PDZD11,0.039414414414414414,0.035564853556485324,0.03490990990990991,0.03138075313807528,0.1482711133633151,0.1482711133633151,lesion,0.03490990990990991
KIF4A,0.03153153153153153,0.00697350069735007,0.020270270270270268,0.00697350069735007,2.176840108393628,2.176840108393628,lesion,0.020270270270270268
GDPD2,0.016891891891891893,0.010460251046025104,0.015765765765765768,0.010460251046025104,0.6914133898377035,0.6914133898377035,lesion,0.015765765765765768
AL139398.1,0.0022522522522522522,0.002789400278940028,0.0022522522522522522,0.002789400278940028,-0.3085864342978246,0.3085864342978246,internal_control,0.002789400278940028
DLG3,0.13626126126126129,0.14923291492329172,0.11486486486486502,0.12761506276150647,-0.1311903058544483,0.1311903058544483,internal_control,0.12761506276150647
DLG3-AS1,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
TEX11,0.0033783783783783786,0.007670850767085077,0.0033783783783783786,0.007670850767085077,-1.1830554366016328,1.1830554366016328,internal_control,0.007670850767085077
SLC7A3,0.0011261261261261261,0.002789400278940028,0.0011261261261261261,0.002789400278940028,-1.3085857937416532,1.3085857937416532,internal_control,0.002789400278940028
SNX12,0.03603603603603604,0.03626220362622034,0.03153153153153152,0.03486750348675032,-0.009026275539594994,0.009026275539594994,internal_control,0.03486750348675032
FOXO4,0.00563063063063063,0.00697350069735007,0.0045045045045045045,0.00697350069735007,-0.3085865083080388,0.3085865083080388,internal_control,0.00697350069735007
CXorf65,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
IL2RG,0.0045045045045045045,0.0,0.0045045045045045045,0.0,22.10293730791442,22.10293730791442,lesion,0.0045045045045045045
MED12,0.037162162162162164,0.033472803347280304,0.037162162162162164,0.032775453277545295,0.1508450567101952,0.1508450567101952,lesion,0.037162162162162164
NLGN3,0.16779279279279266,0.16806136680613695,0.143018018018018,0.14714086471408672,-0.002307373402264446,0.002307373402264446,internal_control,0.14714086471408672
AL590764.1,0.006756756756756756,0.00697350069735007,0.006756756756756756,0.00697350069735007,-0.045552145178011316,0.045552145178011316,internal_control,0.00697350069735007
GJB1,0.019144144144144143,0.021617852161785207,0.016891891891891893,0.020920502092050198,-0.17532001816141746,0.17532001816141746,internal_control,0.020920502092050198
ZMYM3,0.0664414414414415,0.07391910739191078,0.06531531531531537,0.06834030683403074,-0.15386396065298977,0.15386396065298977,internal_control,0.06834030683403074
NONO,0.17004504504504483,0.10948396094839624,0.13851351351351354,0.10251046025104617,0.635197428092213,0.635197428092213,lesion,0.13851351351351354
ITGB1BP2,0.0,0.0020920502092050207,0.0,0.0020920502092050207,-20.996486735613576,20.996486735613576,internal_control,0.0020920502092050207
TAF1,0.24324324324324265,0.3444909344490916,0.1891891891891887,0.2629009762900977,-0.502066285326231,0.502066285326231,internal_control,0.2629009762900977
OGT,0.41328828828828656,0.4421199442119915,0.2972972972972957,0.30055788005578665,-0.09728933471675107,0.09728933471675107,internal_control,0.30055788005578665
GCNA,0.05968468468468471,0.07670850767085079,0.050675675675675706,0.0655509065550907,-0.36202581124521144,0.36202581124521144,internal_control,0.0655509065550907
CXCR3,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
BX276092.9,0.007882882882882882,0.0,0.007882882882882882,0.0,22.91029209270992,22.91029209270992,lesion,0.007882882882882882
LINC00891,0.0022522522522522522,0.001394700139470014,0.0022522522522522522,0.001394700139470014,0.6914130484962813,0.6914130484962813,lesion,0.0022522522522522522
CXorf49,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CXorf49B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
NHSL2,0.06081081081081083,0.09135285913528597,0.04842342342342345,0.06764295676429573,-0.58712204909042,0.58712204909042,internal_control,0.06764295676429573
RTL5,0.016891891891891893,0.025801952580195235,0.014639639639639643,0.02510460251046023,-0.6111492981752669,0.6111492981752669,internal_control,0.02510460251046023
PIN4,0.14977477477477474,0.11854951185495134,0.12500000000000017,0.1046025104602512,0.3373049391781575,0.3373049391781575,lesion,0.12500000000000017
ERCC6L,0.011261261261261262,0.00697350069735007,0.011261261261261262,0.006276150627615063,0.6914133635806587,0.6914133635806587,lesion,0.011261261261261262
RPS4X,0.5540540540540533,0.24686192468619297,0.3749999999999976,0.20292887029288742,1.1663223943677874,1.1663223943677874,lesion,0.3749999999999976
CITED1,0.011261261261261262,0.0041841004184100415,0.010135135135135136,0.0041841004184100415,1.4283788198252454,1.4283788198252454,lesion,0.010135135135135136
HDAC8,0.9358108108108123,1.0034867503486724,0.46283783783783455,0.5244072524407175,-0.10073276751417845,0.10073276751417845,internal_control,0.5244072524407175
PHKA1,0.2770270270270264,0.1548117154811718,0.19932432432432373,0.12831241283124148,0.8395120772296742,0.8395120772296742,lesion,0.19932432432432373
PHKA1-AS1,0.006756756756756756,0.006276150627615063,0.006756756756756756,0.006276150627615063,0.10645092528010128,0.10645092528010128,lesion,0.006756756756756756
DMRTC1B,0.0022522522522522522,0.007670850767085077,0.0022522522522522522,0.00697350069735007,-1.7680177238040022,1.7680177238040022,internal_control,0.00697350069735007
FAM226B,0.010135135135135136,0.006276150627615063,0.010135135135135136,0.006276150627615063,0.6914133548283109,0.6914133548283109,lesion,0.010135135135135136
FAM236B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
FAM236D,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
DMRTC1,0.0011261261261261261,0.002789400278940028,0.0011261261261261261,0.002789400278940028,-1.3085857937416532,1.3085857937416532,internal_control,0.002789400278940028
FAM236C,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
FAM236A,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
